key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id,size
rayyan-866146385,Association of a Third Dose of BNT162b2 Vaccine With Incidence of SARS-CoV-2 Infection Among Health Care Workers in Israel.,2022,1,25,JAMA,1538-3598 0098-7484,327,4,341-349,"Spitzer, Avishay and Angel, Yoel and Marudi, Or and Zeltser, David and Saiag, Esther and Goldshmidt, Hanoch and Goldiner, Ilana and Stark, Moshe and Halutz, Ora and Gamzu, Ronni and Slobodkin, Marina and Amrami, Nadav and Feigin, Eugene and Elbaz, Meital and Furman, Moran and Bronstein, Yotam and Chikly, Amanda and Eshkol, Anna and Furer, Victoria and Mayer, Talia and Meijer, Suzy and Melloul, Ariel and Mizrahi, Michal and Yakubovsky, Michal and Rosenberg, Dana and Safir, Ari and Spitzer, Liron and Taleb, Eyal and Elkayam, Ori and Silberman, Adi and Eviatar, Tali and Elalouf, Ofir and Levinson, Tal and Pozyuchenko, Katia and Itzhaki-Alfia, Ayelet and Sprecher, Eli and Ben-Ami, Ronen and Henig, Oryan",https://jamanetwork-com.proxy.lib.umich.edu/journals/jama/article-abstract/2788104,eng,,,"IMPORTANCE: Administration of a BNT162b2 booster dose (Pfizer-BioNTech) to fully vaccinated individuals aged 60 years and older was significantly associated with  lower risk of SARS-CoV-2 infection and severe illness. Data are lacking on the  effectiveness of booster doses for younger individuals and health care workers.  OBJECTIVE: To estimate the association of a BNT162b2 booster dose with SARS-CoV-2  infections among health care workers who were previously vaccinated with a 2-dose  series of BNT162b2. DESIGN, SETTING, AND PARTICIPANTS: This was a prospective  cohort study conducted at a tertiary medical center in Tel Aviv, Israel. The  study cohort included 1928 immunocompetent health care workers who were  previously vaccinated with a 2-dose series of BNT162b2, and had enrolled between  August 8 and 19, 2021, with final follow-up reported through September 20, 2021.  Screening for SARS-CoV-2 infection was performed every 14 days. Anti-spike  protein receptor binding domain IgG titers were determined at baseline and 1  month after enrollment. Cox regression with time-dependent analysis was used to  estimate hazard ratios of SARS-CoV-2 infection between booster-immunized status  and 2-dose vaccinated (booster-nonimmunized) status. EXPOSURES: Vaccination with  a booster dose of BNT162b2 vaccine. MAIN OUTCOMES AND MEASURES: The primary  outcome was SARS-CoV-2 infection, as confirmed by reverse  transcriptase-polymerase chain reaction. RESULTS: Among 1928 participants, the  median age was 44 years (IQR, 36-52 years) and 1381 were women (71.6%).  Participants completed the 2-dose vaccination series a median of 210 days (IQR,  205-213 days) before study enrollment. A total of 1650 participants (85.6%)  received the booster dose. During a median follow-up of 39 days (IQR, 35-41  days), SARS-CoV-2 infection occurred in 44 participants (incidence rate, 60.2 per  100 000 person-days); 31 (70.5%) were symptomatic. Five SARS-CoV-2 infections  occurred in booster-immunized participants and 39 in booster-nonimmunized  participants (incidence rate, 12.8 vs 116 per 100 000 person-days, respectively).  In a time-dependent Cox regression analysis, the adjusted hazard ratio of  SARS-CoV-2 infection for booster-immunized vs booster-nonimmunized participants  was 0.07 (95% CI, 0.02-0.20). CONCLUSIONS AND RELEVANCE: Among health care  workers at a single center in Israel who were previously vaccinated with a 2-dose  series of BNT162b2, administration of a booster dose compared with not receiving  one was associated with a significantly lower rate of SARS-CoV-2 infection over a  median of 39 days of follow-up. Ongoing surveillance is required to assess  durability of the findings.","RAYYAN-INCLUSION: {""Sabir""=>""Included""}",10.1001/jama.2021.23641,"Aged;Female;Humans;Israel/epidemiology;Male;Middle Aged;*Vaccine Efficacy;Adult;Antibodies, Viral/*blood;SARS-CoV-2/immunology;Spike Glycoprotein, Coronavirus/immunology;Immunization, Secondary;BNT162 Vaccine/*administration & dosage/immunology;COVID-19 Nucleic Acid Testing;COVID-19 Vaccines/*immunology;COVID-19/diagnosis/*epidemiology/prevention & control;Health Personnel/*statistics & numerical data;Immunoglobulin G/blood;Incidence;Proportional Hazards Models;Prospective Studies;Vaccination",,,1928
rayyan-866146395,Waning effectiveness of the third dose of the BNT162b2 mRNA COVID-19 vaccine.,2022,6,9,Nature communications,2041-1723,13,1,3203,"Patalon, Tal and Saciuk, Yaki and Peretz, Asaf and Perez, Galit and Lurie, Yoav and Maor, Yasmin and Gazit, Sivan",https://www-nature-com.proxy.lib.umich.edu/articles/s41467-022-30884-6,eng,,,"The duration of protection of the third (booster) dose of the BioNTech/Pfizer BNT162b2 mRNA Coronavirus Disease 2019 vaccine has been the subject of recent  investigations, as global discussions around the necessity and effectiveness of a  fourth dose are already underway. By conducting a retrospective study  implementing a test-negative case-control design, analyzing 546,924 PCR tests  performed throughout January 2022 by 389,265 persons who received at least two  doses, we find that the effectiveness in each month-since-vaccination decreases  significantly. Compared to those vaccinated five months prior to the outcome  period, on August 2021, relative protection against infection waned from 53.4% a  month after vaccination to 16.5% three months after vaccination. These results  suggest that there is a significant waning of vaccine effectiveness against the  Omicron variant of the third dose of the BNT162b2 vaccine within a few months  after administration. Additional information could assist to comprehensively  estimate the effectiveness of the three-dose-strategy.","RAYYAN-INCLUSION: {""Sabir""=>""Included""}",10.1038/s41467-022-30884-6,"*COVID-19 Vaccines;BNT162 Vaccine;Humans;Retrospective Studies;RNA, Messenger;*COVID-19/prevention & control;SARS-CoV-2/genetics;Vaccination;Vaccines",,,389265
rayyan-866146397,"Effectiveness of heterologous COVID-19 vaccine booster dosing in Brazilian healthcare workers, 2021.",2022,5,27,Clinical infectious diseases : an official publication of the Infectious Diseases Society of America,1537-6591 1058-4838,,,,"Marra, Alexandre R. and Miraglia, João Luiz and Malheiros, Daniel Tavares and Guozhang, Yang and Teich, Vanessa Damazio and da Silva Victor, Elivane and Pinho, João Renato Rebello and Cypriano, Adriana and Vieira, Laura Wanderly and Polonio, Miria and Ornelas, Rafael Herrera and de Oliveira, Solange Miranda and Borges Junior, Flavio Araujo and Oler, Silvia Cristina Cassiano and de Paula Pinto Schettino, Guilherme and de Oliveira, Ketti Gleyzer and Santana, Rúbia Anita Ferraz and de Mello Malta, Fernanda and Amgarten, Deyvid and Boechat, Ana Laura and Trecenti, Noelly Maria Zimpel and Kobayashi, Takaaki and Salinas, Jorge L. and Edmond, Michael B. and Rizzo, Luiz Vicente",https://academic-oup-com.proxy.lib.umich.edu/cid/article/76/3/e360/6594056,eng,,,"OBJECTIVES: Little is currently known about vaccine effectiveness (VE) for either two doses of Oxford-AstraZeneca (ChAdOx1) viral vector vaccine or CoronaVac  inactivated viral vaccine followed by a third dose of mRNA vaccine  (Pfizer/BioNTech) among healthcare workers (HCWs). METHODS: We conducted a  retrospective cohort study among HCWs (aged ≥18 years) working in a private  healthcare system in Brazil from January to December 2021. VE was defined as  1-IRR (incidence rate ratio), with IRR determined using Poisson models with the  occurrence of laboratory-confirmed COVID-19 infection as the outcome, adjusting  for age, sex, and job type. We compared those receiving viral vector or  inactivated viral primary series (two doses) to those who received an mRNA  booster. RESULTS: A total of 11,427 HCWs met the inclusion criteria. COVID-19 was  confirmed in 31.5% of HCWs receiving two doses of CoronaVac vaccine vs. 0.9% of  HCWs receiving two doses of CoronaVac vaccine with mRNA booster (p < 0.001), and  9.8% of HCWs receiving two doses of ChAdOx1 vaccine vs. 1% among HCWs receiving  two doses of ChAdOx1 vaccine with mRNA booster (p < 0.001). In the adjusted  analyses, the estimated VE was 92.0% for two CoronaVac vaccines plus mRNA  booster, and 60.2% for two ChAdOx1 vaccines plus mRNA booster, when compared to  those with no mRNA booster. Of 246 samples screened for mutations, 191 (77.6%)  were Delta variants. CONCLUSIONS: While two doses of ChAdOx1 or CoronaVac  vaccines prevent COVID-19, the addition of a Pfizer/BioNTech booster provided  significantly more protection.","RAYYAN-INCLUSION: {""Sabir""=>""Included""}",10.1093/cid/ciac430,COVID-19 vaccine;CoronaVac;effectiveness;Oxford-AstraZeneca;Pfizer/BioNTech booster;Vaccination;Vaccines,,,11427
rayyan-866146398,Effectiveness of mRNA vaccine boosters against infection with the SARS-CoV-2 omicron (B.1.1.529) variant in Spain: a nationwide cohort study.,2022,9,,The Lancet. Infectious diseases,1474-4457 1473-3099,22,9,1313-1320,"Monge, Susana and Rojas-Benedicto, Ayelén and Olmedo, Carmen and Mazagatos, Clara and José Sierra, María and Limia, Aurora and Martín-Merino, Elisa and Larrauri, Amparo and Hernán, Miguel A.",https://www-sciencedirect-com.proxy.lib.umich.edu/science/article/pii/S1473309922002924,eng,,,"BACKGROUND: The omicron (B.1.1.529) variant of SARS-CoV-2 has increased capacity to elude immunity and cause breakthrough infections. The aim of this study was to  estimate the effectiveness of mRNA-based vaccine boosters (third dose) against  infection with the omicron variant by age, sex, time since complete vaccination,  type of primary vaccine, and type of booster. METHODS: In this nationwide cohort  study, we linked data from three nationwide population registries in Spain  (Vaccination Registry, Laboratory Results Registry, and National Health System  registry) to select community-dwelling individuals aged 40 years or older, who  completed their primary vaccine schedule at least 3 months before the start of  follow-up, and had not tested positive for SARS-CoV-2 since the start of the  pandemic. On each day between Jan 3, and Feb 6, 2022, we matched individuals who  received a booster mRNA vaccine and controls of the same sex, age group, postal  code, type of vaccine, time since primary vaccination, and number of previous  tests. We estimated risk of laboratory-confirmed SARS-CoV-2 infection using the  Kaplan-Meier method and compared groups using risk ratios (RR) and risk  differences. Vaccine effectiveness was calculated as one minus RR. FINDINGS:  Between Jan 3, and Feb 6, 2022, 3 111 159 matched pairs were included in our  study. Overall, the estimated effectiveness from day 7 to 34 after a booster was  51·3% (95% CI 50·2-52·4). Estimated effectiveness was 52·5% (51·3-53·7) for an  mRNA-1273 booster and 46·2% (43·5-48·7) for a BNT162b2 booster. Effectiveness was  58·6% (55·5-61·6) if primary vaccination had been with ChAdOx1 nCoV-19  (Oxford-AstraZeneca), 55·3% (52·3-58·2) with mRNA-1273 (Moderna), 49·7%  (48·3-51·1) with BNT162b2 (Pfizer-BioNTech), and 48·0% (42·5-53·7) with  Ad26.COV2.S (Janssen). Estimated effectiveness was 43·6% (40·0-47·1) when the  booster was administered between 151 days and 180 days after complete vaccination  and 52·2% (51·0-53·3) if administered more than 180 days after primary scheduled  completion. INTERPRETATION: Booster mRNA vaccine-doses were moderately effective  in preventing infection with the omicron variant of SARS-CoV-2 for over a month  after administration, which indicates their suitability as a strategy to limit  the health effects of COVID-19 in periods of omicron variant domination.  Estimated effectiveness was higher for mRNA-1273 compared with BNT162b2 and  increased with time between completed primary vaccination and booster. FUNDING:  None.","RAYYAN-INCLUSION: {""Sabir""=>""Included""}",10.1016/S1473-3099(22)00292-4,"Cohort Studies;RNA, Messenger;Vaccination;Spain",,,6222318
rayyan-866146407,"Effectiveness of a fourth dose of covid-19 mRNA vaccine against the omicron variant among long term care residents in Ontario, Canada: test negative design  study.",2022,7,6,BMJ (Clinical research ed.),1756-1833 0959-8138,378,,e071502,"Grewal, Ramandip and Kitchen, Sophie A. and Nguyen, Lena and Buchan, Sarah A. and Wilson, Sarah E. and Costa, Andrew P. and Kwong, Jeffrey C.",https://www-bmj-com.proxy.lib.umich.edu/content/378/bmj-2022-071502.long,eng,,,"OBJECTIVES: To estimate the marginal effectiveness of a fourth versus third dose and the vaccine effectiveness of mRNA covid-19 vaccines BNT162b2 and mRNA-1273  against any infection, symptomatic infection, and severe outcomes (hospital  admission or death) related to the omicron variant. DESIGN: Test negative design.  SETTING: Long term care facilities in Ontario, Canada, 30 December 2021 to 27  April 2022. PARTICIPANTS: After exclusions, 61 344 residents aged 60 years or  older across 626 long term care facilities in Ontario, Canada who were tested for  SARS-CoV-2 were included. MAIN OUTCOME MEASURES: Laboratory confirmed omicron  SARS-CoV-2 infection (any and symptomatic) by reverse transcription polymerase  chain reaction (RT-PCR), and hospital admission or death. Multivariable logistic  regression was used to estimate marginal effectiveness (four versus three doses)  and vaccine effectiveness (two, three, or four doses versus no doses) while  adjusting for personal characteristics, comorbidities, week of test, and previous  positive SARS-CoV-2 test result more than 90 days previously. RESULTS: 13 654  residents who tested positive for omicron SARS-CoV-2 infection and 205 862 test  negative controls were included. The marginal effectiveness of a fourth dose (95%  of vaccine recipients received mRNA-1273 as the fourth dose) seven days or more  after vaccination versus a third dose received 84 or more days previously was 19%  (95% confidence interval 12% to 26%) against infection, 31% (20% to 41%) against  symptomatic infection, and 40% (24% to 52%) against severe outcomes. Vaccine  effectiveness in vaccine recipients (compared with unvaccinated) increased with  each additional dose, and for a fourth dose was 49% (95% confidence interval 43%  to 54%) against infection, 69% (61% to 76%) against symptomatic infection, and  86% (81% to 90%) against severe outcomes. CONCLUSIONS: The findings suggest that  compared with a third dose of mRNA covid-19 vaccine, a fourth dose improved  protection against infection, symptomatic infection, and severe outcomes among  long term care residents during an omicron dominant period. A fourth vaccine dose  was associated with strong protection against severe outcomes in vaccinated  residents compared with unvaccinated residents, although the duration of  protection remains unknown.","RAYYAN-INCLUSION: {""Sabir""=>""Included""}",10.1136/bmj-2022-071502,"*COVID-19 Vaccines;BNT162 Vaccine;Humans;mRNA Vaccines;Vaccines, Synthetic;*COVID-19/epidemiology/prevention & control;SARS-CoV-2/genetics;Long-Term Care;Ontario/epidemiology;RNA, Messenger;Vaccination;Vaccines",,,61344
rayyan-866146411,Protection following BNT162b2 booster in adolescents substantially exceeds that of a fresh 2-dose vaccine.,2022,4,13,Nature communications,2041-1723,13,1,1971,"Amir, Ofra and Goldberg, Yair and Mandel, Micha and Bar-On, Yinon M. and Bodenheimer, Omri and Ash, Nachman and Alroy-Preis, Sharon and Huppert, Amit and Milo, Ron",https://www-nature-com.proxy.lib.umich.edu/articles/s41467-022-29578-w,eng,,,"Israel began administering a BNT162b2 booster dose to restore protection following the waning of the 2-dose vaccine. Biological studies have shown that a  ""fresh"" booster dose leads to increased antibody levels compared to a fresh  2-dose vaccine, which may suggest increased effectiveness. To compare the  real-world effectiveness of a fresh (up to 60 days) booster dose with that of a  fresh 2-dose vaccine, we took advantage of a quasi-experimental study that  compares populations that were eligible to receive the vaccine at different times  due to age-dependent policies. Specifically, we compared the confirmed infection  rates in adolescents aged 12-14 (215,653 individuals) who received the 2-dose  vaccine and in adolescents aged 16-18 (103,454 individuals) who received the  booster dose. Our analysis shows that the confirmed infection rate was lower by a  factor of 3.7 (95% CI: 2.7 to 5.2) in the booster group.","RAYYAN-INCLUSION: {""Sabir""=>""Included""}",10.1038/s41467-022-29578-w,"Humans;SARS-CoV-2;*BNT162 Vaccine;Adolescent;*COVID-19/prevention & control;Immunization, Secondary;Israel;Vaccination;Vaccines",,,319107
rayyan-866146417,Relative Vaccine Effectiveness of a SARS-CoV-2 mRNA Vaccine Booster Dose Against the Omicron Variant.,2022,5,3,Clinical infectious diseases : an official publication of the Infectious Diseases Society of America,1537-6591 1058-4838,,,ciac328,"Butt, Adeel A. and Talisa, Victor B. and Shaikh, Obaid S. and Omer, Saad B. and Mayr, Florian B.",https://academic-oup-com.proxy.lib.umich.edu/cid/article/75/12/2161/6577096,eng,,,"BACKGROUND: The current SARS-CoV-2 vaccines may be less effective against the Omicron variant. With recent resurgence of SARS-CoV-2 cases, the role of booster  doses of the vaccine needs to be highlighted. METHODS: Using a retrospective  cohort study design emulating a target trial, we determined the relative  effectiveness of a homologous booster dose of a SARS-CoV-2 mRNA vaccine compared  with primary series alone in preventing infection, hospitalization, and intensive  care unit (ICU) admission, and death in the Department of Veterans Affairs  healthcare system in the US. Among infection-free survivors who received two  doses of an mRNA vaccine prior to April 30, 2021, we identified those who  received a booster between September 22 and December 25, 2021 and 1:1 matched  individuals who did not receive a booster. RESULTS: Among 2,384,272 previously  uninfected persons with two doses of an mRNA vaccine by April 30, 2021, we  identified 462,950 booster recipients between September 22 and December 25, 2021  who were matched 1:1 with non-booster recipients. RVE (95% CI) was 19% (17-22%)  for confirmed infection, 52% (46-57%) for hospitalization, and 83% (65-92%) for  ICU admission or death. Recipients of the mRNA-1273 vaccine had a lower  cumulative incidence of infections and hospitalizations compared with BNT-162b2  vaccine (log-rank p-value <0.001 for both comparisons). CONCLUSION: While the RVE  of SARS-CoV-2 mRNA booster vaccine dose in preventing infection against the  Omicron variant is low, the RVE is substantial in preventing hospitalization and  high in preventing the most severe/critical disease.","RAYYAN-INCLUSION: {""Sabir""=>""Included""}",10.1093/cid/ciac328,"SARS-CoV-2;Booster;Delta variant;Omicron variant;vaccine effectiveness;Vaccination;RNA, Messenger;Vaccines",,,925900
rayyan-866146427,Durability of SARS-CoV-2 mRNA Booster Vaccine Protection Against Omicron Among Health Care Workers with a Vaccine Mandate.,2022,6,6,Clinical infectious diseases : an official publication of the Infectious Diseases Society of America,1537-6591 1058-4838,,,,"Richterman, Aaron and Behrman, Amy and Brennan, Patrick J. and O'Donnell, Judith A. and Snider, Christopher K. and Chaiyachati, Krisda H.",https://europepmc.org/article/pmc/pmc9214168,eng,,,"BACKGROUND: The SARS-CoV-2 Omicron Variant has spread rapidly throughout the world since being identified in South Africa in November 2021. Few studies have  assessed primary series and booster vaccine effectiveness against Omicron among  US health care workers. METHODS: We conducted a test-negative case-control design  to estimate BNT162b2 and mRNA1273 primary vaccination and booster effectiveness  against SARS-CoV-2 infection and symptomatic Covid-19 during an Omicron surge  among employees of the University of Pennsylvania Health System. The study period  was between 7/1/21-4/5/22. We defined the Delta period as 7/1/21-12/12/21 and the  Omicron period as beginning 12/20/21. RESULTS: Our sample included 14,520 tests  (2,776 [19%] positive)-7,422 (506 [7%] positive) during Delta, and 7,098 (2270  [32%] positive) during Omicron. Benchmarked against Delta, vaccine effectiveness  of two vaccine doses was lower during Omicron, with no significant protection  against infection. Booster doses added significant protection, although they also  showed reduced effectiveness during Omicron. Compared to employees who had  received two vaccine doses, three BNT162b2 doses had a relative effectiveness of  50% (95% CI 42-56%) during Omicron, relative to 78% (95% CI 63-87%) during Delta;  three mRNA1273 doses had a relative effectiveness of 56% (95% CI 45-65%) during  Omicron, relative to 96% (95% CI 82-99%) during Delta. Restricting the sample to  symptomatic tests yielded similar results to our primary analysis. After initial  waning in BNT162b2 booster protection against infection, it remained largely  stable for at least 16 weeks after vaccination. DISCUSSION: Our findings provide  a strong rationale for boosters among healthcare workers in the Omicron era.","RAYYAN-INCLUSION: {""Sabir""=>""Included""}",10.1093/cid/ciac454,"SARS-CoV-2;Booster;BNT162b2;Healthcare worker;mRNA1273;Omicron Variant;Vaccine Effectiveness;Vaccination;RNA, Messenger;Vaccines",,,14520
rayyan-866146439,"Real-world effectiveness of homologous and heterologous BNT162b2, CoronaVac, and AZD1222 booster vaccination against Delta and Omicron SARS-CoV-2 infection.",2022,12,1,Emerging microbes & infections,2222-1751,11,1,1343-1345,"Suah, Jing Lian and Tng, Boon Hwa and Tok, Peter Seah Keng and Husin, Masliyana and Thevananthan, Thevesh and Peariasamy, Kalaiarasu M. and Sivasampu, Sheamini",https://www-tandfonline-com.proxy.lib.umich.edu/doi/full/10.1080/22221751.2022.2072773,eng,,,"Given emerging evidence of immune escape in the SARS-CoV-2 Omicron viral variant, and its dominance, effectiveness of heterologous and homologous boosting  schedules commonly used in low-to-middle income countries needs to be  re-evaluated. We conducted a test-negative design using consolidated national  administrative data in Malaysia to compare the effectiveness of homologous and  heterologous BNT162b2, CoronaVac, and AZD1222 booster vaccination against  SARS-CoV-2 infection in predominant-Delta and predominant-Omicron periods. Across  both periods, homologous CoronaVac and AZD1222 boosting demonstrated lower  effectiveness than heterologous boosting for CoronaVac and AZD1222 primary  vaccination recipients and homologous BNT162b2 boosting. Broadly, marginal  effectiveness was smaller by 40-50 percentage points in the Omicron period than  the Delta period. Without effective and accessible second-generation vaccines,  heterologous boosting using BNT162b2 for inactivated and vectored primary  vaccination recipients is preferred.","RAYYAN-INCLUSION: {""Sabir""=>""Included""}",10.1080/22221751.2022.2072773,"BNT162 Vaccine;Humans;SARS-CoV-2;COVID-19 Vaccines;*COVID-19/prevention & control;Vaccination;Antibodies, Viral;COVID-19 vaccines;ChAdOx1 nCoV-19;booster;vaccine effectiveness;heterologous booster;homologous booster;Vaccines",,,1921313
rayyan-866146440,Analysis of COVID-19 Incidence and Severity Among Adults Vaccinated With 2-Dose mRNA COVID-19 or Inactivated SARS-CoV-2 Vaccines With and Without Boosters in  Singapore.,2022,8,1,JAMA network open,2574-3805,5,8,e2228900,"Ng, Oon Tek and Marimuthu, Kalisvar and Lim, Nigel and Lim, Ze Qin and Thevasagayam, Natascha May and Koh, Vanessa and Chiew, Calvin J. and Ma, Stefan and Koh, Mingshi and Low, Pin Yan and Tan, Say Beng and Ho, Joses and Maurer-Stroh, Sebastian and Lee, Vernon J. M. and Leo, Yee-Sin and Tan, Kelvin Bryan and Cook, Alex R. and Tan, Chorh Chuan",https://jamanetwork-com.proxy.lib.umich.edu/journals/jamanetworkopen/article-abstract/2795654,eng,,,"IMPORTANCE: Assessing booster effectiveness of COVID-19 mRNA vaccine and inactivated SARS-CoV-2 vaccine over longer time intervals and in response to any  further SARS-CoV-2 variants is crucial in determining optimal COVID-19  vaccination strategies. OBJECTIVE: To determine levels of protection against  severe COVID-19 and confirmed SARS-CoV-2 infection by types and combinations of  vaccine boosters in Singapore during the Omicron wave. DESIGN, SETTING, AND  PARTICIPANTS: This cohort study included Singapore residents aged 30 years or  more vaccinated with either at least 2 doses of mRNA COVID-19 vaccines (ie,  Pfizer-BioNTech BNT162b2 or Moderna mRNA-1273) or inactivated SARS-CoV-2 vaccines  (Sinovac CoronaVac or Sinopharm BBIBP-CorV) as of March 10, 2022. Individuals  with a known SARS-CoV-2 infection prior to December 27, 2021, an infection on or  before the date of their second vaccine dose, or with reinfection cases were  excluded. EXPOSURES: Two or 3 doses of Pfizer-BioNTech BNT162b2, Moderna  mRNA-1273, Sinovac CoronaVac, or Sinopharm BBIBP-CorV. MAIN OUTCOMES AND  MEASURES: Notified infections from December 27, 2021, to March 10, 2022, adjusted  for age, sex, race, housing status, and calendar days. Estimated booster  effectiveness, defined as the relative incidence-rate reduction of severe disease  (supplemental oxygen, intensive care, or death) or confirmed infection following  3-dose vaccination compared with 5 months after second mRNA dose, was determined  using binomial regression. RESULTS: Among 2 441 581 eligible individuals  (1 279 047 [52.4%] women, 846 110 (34.7%) aged 60 years and older), there were  319 943 (13.1%) confirmed SARS-CoV-2 infections, of which 1513 (0.4%) were severe  COVID-19 cases. mRNA booster effectiveness against confirmed infection 15 to 60  days after boosting was estimated to range from 31.7% to 41.3% for the 4 boosting  combinations (homologous BNT162b2, homologous mRNA-1273, 2-dose  BNT162b2/mRNA-1273 booster, and 2-dose mRNA-1273/BNT162b2 booster). Five months  and more after boosting, estimated booster effectiveness against confirmed  infection waned, ranging from -2.8% to 14.6%. Against severe COVID-19, estimated  mRNA booster effectiveness was 87.4% (95% CI, 83.3%-90.5%) 15 to 60 days after  boosting and 87.2% (95% CI, 84.2%-89.7%) 5 to 6 months after boosting, with no  significant difference comparing vaccine combinations. Booster effectiveness  against severe COVID-19 15 days to 330 days after 3-dose inactivated COVID-19  vaccination, regardless of combination, was estimated to be 69.6% (95% CI,  48.7%-81.9%). CONCLUSIONS AND RELEVANCE: Booster mRNA vaccine protection against  severe COVID-19 was estimated to be durable over 6 months. Three-dose inactivated  SARS-CoV-2 vaccination provided greater protection than 2-dose but weaker  protection compared with 3-dose mRNA.","RAYYAN-INCLUSION: {""Sabir""=>""Included""}",10.1001/jamanetworkopen.2022.28900,"RNA, Messenger;Vaccination;Vaccines;Singapore",,,2441581
rayyan-866146443,Effectiveness of a third dose of BNT162b2 mRNA COVID-19 vaccine in a large US health system: A retrospective cohort study.,2022,5,,Lancet Regional Health. Americas,2667-193X,9,,100198,"Tartof, Sara Y. and Slezak, Jeff M. and Puzniak, Laura and Hong, Vennis and Frankland, Timothy B. and Ackerson, Bradley K. and Takhar, Harpreet S. and Ogun, Oluwaseye A. and Simmons, Sarah R. and Zamparo, Joann M. and Gray, Sharon and Valluri, Srinivas R. and Pan, Kaije and Jodar, Luis and McLaughlin, John M.",https://www-sciencedirect-com.proxy.lib.umich.edu/science/article/pii/S2667193X22000151,eng,,,"BACKGROUND: Globally, recommendations are expanding for third (booster) doses of BNT162b2 (Pfizer-BioNTech). In the United States, as of November 19, 2021,  boosters were recommended for all adults aged 18 years and older. We evaluated  the effectiveness of a third dose of BNT162b2 among adults in a large US  integrated health system. METHODS: In this retrospective cohort study, we  analyzed electronic health records from Kaiser Permanente Southern California  between Dec 14, 2020 and Dec 5, 2021 to assess vaccine effectiveness (VE) of two  and three doses of BNT162b2 against SARS-CoV-2 infections (without hospital  admission) andCOVID-19-related hospital admission. VE was calculated using  hazards ratios from adjusted Cox models. FINDINGS: After only two doses, VE  against infection declined from 85% (95% CI 83-86) during the first month to 49%  (46-51) ≥ 7 months following vaccination. Overall VE against hospitalization was  90% (95% CI 86-92) within one month and did not wane, however, effectiveness  against hospitalization appeared to wane among immunocompromised individuals but  was not statistically significant (93% [72-98] at 1 month to 74% [45-88] after  ≥ 7 months; p=0·490). Three-dose VE (median follow-up 1·3 months [SD 0·6]) was  88% (95% CI 86-89) against infection and 97% (95-98) against hospitalization.  Effectiveness after three doses was higher than that seen one month after  receiving only two doses for both outcomes. Relative VE of three doses compared  to two (with at least six months after the second dose) was 75% (95% CI 71-78)  against infections and 70% (48-83) against hospital admissions. INTERPRETATION:  These data support the benefit of broad BNT162b2 booster recommendations, as  three doses confers comparable, if not better, protection against SARS-CoV-2  infections and hospital admission as was seen soon after receiving two doses.  FUNDING: Pfizer Inc.","RAYYAN-INCLUSION: {""Sabir""=>""Included""}",10.1016/j.lana.2022.100198,"SARS-CoV-2;COVID-19;Booster;BNT162b2;Cohort;Delta;Effectiveness;Third dose;United States;Waning;Cohort Studies;RNA, Messenger;Vaccination;Vaccines",,,3133075
rayyan-866146447,"Effectiveness of mRNA booster vaccine among health Care workers in New York City during the omicron surge, December 2021- January 2022.",2022,8,2,Clinical microbiology and infection : the official publication of the European Society of Clinical Microbiology and Infectious Diseases,1469-0691 1198-743X,,,S1198-743X(22)00385-8,"Robilotti, Elizabeth V. and Whiting, Karissa and Lucca, Anabella and Poon, Chester and Jani, Krupa and McMillen, Tracy and Freeswick, Scott and Korenstein, Deborah and Babady, N. Esther and Seshan, Venkatraman E. and Kamboj, Mini",https://www-sciencedirect-com.proxy.lib.umich.edu/science/article/pii/S1198743X22003858,eng,,,"OBJECTIVES: To describe effectiveness of mRNA vaccines by comparing 2-dose (2D) and 3-dose (3D) healthcare worker (HCW) recipients in the setting of Omicron  variant dominance. Performance of 2D and 3D vaccine series against SARS-CoV-2  variants and the clinical outcomes of HCWs may inform return-to-work guidance.  METHODS: In a retrospective study from December 15, 2020 - January 15, 2022, SARS  CoV-2 infections among HCWs at a large tertiary cancer center in New York City  (NYC) were examined to estimate infection rates over the omicron period  (aggregated positive tests/person-days) and 95% CIs in 2D and 3D mRNA vaccinated  HCWs and were compared using rate ratios. We describe the clinical features of  post-vaccine infections and impact of prior (pre-Omicron) COVID infection on  vaccine effectiveness (VE). RESULTS: Among the 20,857 HCWs in our cohort, 20,660  completed the 2D series with an mRNA vaccine during our study period and 12,461  had received a third dose by January 15, 2022. The infection rate ratio for 2D  vs. 3D vaccinated HCWs was 0.667 (95% CI 0.623, 0.713) for an estimated 3D VE of  33.2% compared to 2 doses only during the Omicron dominant period from 12/15/21-  1/15/22. Breakthrough (BT) Omicron infections after 3D + 14 days occurred in 1315  HCWs. Omicron infections were mild, with 16% of 3D and 11% 2D HCWs being  asymptomatic. CONCLUSIONS: Study demonstrates improved vaccine-derived protection  against COVID-19 infection in 3D vs. 2D mRNA vaccinees during the Omicron surge.  The advantage of 3D vaccination was maintained irrespective of prior COVID-19  infection status.","RAYYAN-INCLUSION: {""Sabir""=>""Included""}",10.1016/j.cmi.2022.07.017,"SARS-CoV-2;Vaccine effectiveness;Booster breakthrough infections;RNA, Messenger;Vaccination;New York City;Vaccines",,,20857
